supplier_id,supplier_ticker,supplier_name,customer_id,customer_ticker,customer_name,sector,supplier_segment,customer_segment
snps,SNPS,Synopsys,amd,AMD,AMD,ai,Semiconductor equipment & IP,Chips & accelerators
snps,SNPS,Synopsys,avgo,AVGO,Broadcom,ai,Semiconductor equipment & IP,Chips & accelerators
snps,SNPS,Synopsys,intc,INTC,Intel,ai,Semiconductor equipment & IP,Chips & accelerators
snps,SNPS,Synopsys,nvda,NVDA,Nvidia,ai,Semiconductor equipment & IP,Chips & accelerators
snps,SNPS,Synopsys,qcom,QCOM,Qualcomm,ai,Semiconductor equipment & IP,Chips & accelerators
spacex,,SpaceX,asts,ASTS,AST SpaceMobile,forsvar,Space industry & satellites,Space industry & satellites
spacex,,SpaceX,gsat,GSAT,Globalstar,forsvar,Space industry & satellites,Space industry & satellites
spacex,,SpaceX,irdm,IRDM,Iridium Communications,forsvar,Space industry & satellites,Space industry & satellites
spacex,,SpaceX,vsat,VSAT,Viasat,forsvar,Space industry & satellites,Space industry & satellites
spgi,SPGI,S&P Global,apo,APO,Apollo Global,finans,Exchanges & market data,Asset & alternative managers
spgi,SPGI,S&P Global,axp,AXP,American Express,finans,Exchanges & market data,Payment rails & networks
spgi,SPGI,S&P Global,bac,BAC,Bank of America,finans,Exchanges & market data,Banks
spgi,SPGI,S&P Global,blk,BLK,BlackRock,finans,Exchanges & market data,Asset & alternative managers
spgi,SPGI,S&P Global,bx,BX,Blackstone,finans,Exchanges & market data,Asset & alternative managers
spgi,SPGI,S&P Global,gs,GS,Goldman Sachs,finans,Exchanges & market data,Investment banking & trading
spgi,SPGI,S&P Global,jpm,JPM,JPMorgan Chase,finans,Exchanges & market data,Banks
spgi,SPGI,S&P Global,ms,MS,Morgan Stanley,finans,Exchanges & market data,Investment banking & trading
spgi,SPGI,S&P Global,schw,SCHW,Charles Schwab,finans,Exchanges & market data,Brokers & fintech
stx,STX,Seagate,amzn,AMZN,Amazon,ai,Chips & accelerators,Cloud platforms
stx,STX,Seagate,googl,GOOGL,Alphabet,ai,Chips & accelerators,Cloud platforms
syk,SYK,Stryker,cah,CAH,Cardinal Health,medicin,Medtech & devices,Distribution & pharmacy infrastructure
tdg,TDG,TransDigm Group,boeing,BA,Boeing,forsvar,Dual-use technology,Military platforms
tdg,TDG,TransDigm Group,lmt,LMT,Lockheed Martin,forsvar,Dual-use technology,Defense integrators
tdg,TDG,TransDigm Group,noc,NOC,Northrop Grumman,forsvar,Dual-use technology,Defense integrators
tdg,TDG,TransDigm Group,rtx,RTX,RTX,forsvar,Dual-use technology,Defense integrators
tdy,TDY,Teledyne Technologies,avav,AVAV,AeroVironment,forsvar,Dual-use technology,Drones & autonomous systems
tdy,TDY,Teledyne Technologies,boeing,BA,Boeing,forsvar,Dual-use technology,Military platforms
tdy,TDY,Teledyne Technologies,hii,HII,Huntington Ingalls Industries,forsvar,Dual-use technology,Military platforms
tdy,TDY,Teledyne Technologies,ktos,KTOS,Kratos Defense,forsvar,Dual-use technology,Drones & autonomous systems
tdy,TDY,Teledyne Technologies,lhx,LHX,L3Harris,forsvar,Dual-use technology,Defense integrators
tdy,TDY,Teledyne Technologies,lmt,LMT,Lockheed Martin,forsvar,Dual-use technology,Defense integrators
tdy,TDY,Teledyne Technologies,noc,NOC,Northrop Grumman,forsvar,Dual-use technology,Defense integrators
tdy,TDY,Teledyne Technologies,rklb,RKLB,Rocket Lab,forsvar,Dual-use technology,Space industry & satellites
tdy,TDY,Teledyne Technologies,rtx,RTX,RTX,forsvar,Dual-use technology,Defense integrators
ter,TER,Teradyne,intc,INTC,Intel,ai,Semiconductor equipment & IP,Chips & accelerators
ter,TER,Teradyne,mu,MU,Micron,ai,Semiconductor equipment & IP,Chips & accelerators
ter,TER,Teradyne,qcom,QCOM,Qualcomm,ai,Semiconductor equipment & IP,Chips & accelerators
tmo,TMO,Thermo Fisher Scientific,amgn,AMGN,Amgen,medicin,Life science tools,Biotech & innovation
tmo,TMO,Thermo Fisher Scientific,idxx,IDXX,IDEXX Laboratories,medicin,Life science tools,Diagnostics
tmo,TMO,Thermo Fisher Scientific,jnj,JNJ,Johnson & Johnson,medicin,Life science tools,Big pharma
tmo,TMO,Thermo Fisher Scientific,lly,LLY,Eli Lilly,medicin,Life science tools,Diabetes & metabolic disease
tmo,TMO,Thermo Fisher Scientific,mrna,MRNA,Moderna,medicin,Life science tools,Biotech & innovation
tmo,TMO,Thermo Fisher Scientific,pfe,PFE,Pfizer,medicin,Life science tools,Big pharma
txn,TXN,Texas Instruments,dell,DELL,Dell Technologies,ai,Chips & accelerators,Data centers
txn,TXN,Texas Instruments,vrt,VRT,Vertiv,ai,Chips & accelerators,"Cooling, power & data center infrastructure"
uthr,UTHR,United Therapeutics,ci,CI,The Cigna Group,medicin,Biotech & innovation,Distribution & pharmacy infrastructure
uthr,UTHR,United Therapeutics,cvs,CVS,CVS Health,medicin,Biotech & innovation,Distribution & pharmacy infrastructure
v,V,Visa,bac,BAC,Bank of America,finans,Payment rails & networks,Banks
v,V,Visa,c,C,Citigroup,finans,Payment rails & networks,Banks
v,V,Visa,hood,HOOD,Robinhood,finans,Payment rails & networks,Brokers & fintech
v,V,Visa,jpm,JPM,JPMorgan Chase,finans,Payment rails & networks,Banks
v,V,Visa,pnc,PNC,PNC Financial,finans,Payment rails & networks,Banks
v,V,Visa,pypl,PYPL,PayPal,finans,Payment rails & networks,Payment rails & networks
v,V,Visa,usb,USB,U.S. Bancorp,finans,Payment rails & networks,Banks
v,V,Visa,wfc,WFC,Wells Fargo,finans,Payment rails & networks,Banks
v,V,Visa,xyz,XYZ,Block,finans,Payment rails & networks,Brokers & fintech
vrt,VRT,Vertiv,dlr,DLR,Digital Realty,ai,"Cooling, power & data center infrastructure",Data centers
vrt,VRT,Vertiv,eqix,EQIX,Equinix,ai,"Cooling, power & data center infrastructure",Data centers
vrt,VRT,Vertiv,msft,MSFT,Microsoft,ai,"Cooling, power & data center infrastructure",Cloud platforms
vrtx,VRTX,Vertex Pharmaceuticals,ci,CI,The Cigna Group,medicin,Biotech & innovation,Distribution & pharmacy infrastructure
vrtx,VRTX,Vertex Pharmaceuticals,mck,MCK,McKesson,medicin,Biotech & innovation,Distribution & pharmacy infrastructure
wat,WAT,Waters Corporation,abbv,ABBV,AbbVie,medicin,Life science tools,Big pharma
wat,WAT,Waters Corporation,lly,LLY,Eli Lilly,medicin,Life science tools,Diabetes & metabolic disease
wdc,WDC,Western Digital,amzn,AMZN,Amazon,ai,Chips & accelerators,Cloud platforms
wdc,WDC,Western Digital,dell,DELL,Dell Technologies,ai,Chips & accelerators,Data centers
wst,WST,West Pharmaceutical Services,abbv,ABBV,AbbVie,medicin,CDMO & pharma manufacturing,Big pharma
wst,WST,West Pharmaceutical Services,amgn,AMGN,Amgen,medicin,CDMO & pharma manufacturing,Biotech & innovation
wst,WST,West Pharmaceutical Services,bmy,BMY,Bristol Myers Squibb,medicin,CDMO & pharma manufacturing,Big pharma
wst,WST,West Pharmaceutical Services,jnj,JNJ,Johnson & Johnson,medicin,CDMO & pharma manufacturing,Big pharma
wst,WST,West Pharmaceutical Services,lly,LLY,Eli Lilly,medicin,CDMO & pharma manufacturing,Diabetes & metabolic disease
wst,WST,West Pharmaceutical Services,mrk,MRK,Merck & Co.,medicin,CDMO & pharma manufacturing,Big pharma
wst,WST,West Pharmaceutical Services,pfe,PFE,Pfizer,medicin,CDMO & pharma manufacturing,Big pharma
wst,WST,West Pharmaceutical Services,regn,REGN,Regeneron,medicin,CDMO & pharma manufacturing,Biotech & innovation
zbh,ZBH,Zimmer Biomet,cah,CAH,Cardinal Health,medicin,Medtech & devices,Distribution & pharmacy infrastructure
